id	Term	Description	Source	XRef	Comment (source)	Comment (SCDO)	Exact Syn	Broad Syn	Related Syn	Narrow Syn
SCDO:0004888	Functional Hyposplenism	"An acquired disorder caused by several hematological and immunological diseases and characterized by impairment of splenic function. [Curator team: Vijay, V., Cavenagh, J.D. and Yate, P., 1998. The anaesthetist's role in acute sickle cell crisis. British journal of anaesthesia, 80(6), pp.820-828. []]"								
SCDO:0004905	HBB locus deletions	'deletion of a part of the HBB locus that results in persistant fetal hemoglobin production'								
SCDO:0005031	Association	"'An association is a non-hierarchical, named relationship between a source and target concept that does not affect classification and is not inherited by child concepts during classification. Associations are bidirectional and have a stated inverse. Unlike roles, associations do not have a domain or range. [Curator team: []]'"		NCIT: C43646						
SCDO:0005031	Association			http://purl.obolibrary.org/obo/NCIT_C43646						
SCDO:0005061	Renal Vein Thrombosis	'The formation of a thrombus in the renal vein. [Curator team: https://cks.nice.org.uk/sickle-cell-disease#!backgroundsub:4 []]'	http://purl.obolibrary.org/obo/NCIT_C99042	NCIT_C99042						
SCDO:0005115	Acute Pancreatitis	"'An acute inflammatory process that leads to necrosis of the pancreatic parenchyma. Signs and symptoms include severe abdominal pain, nausea, vomiting, diarrhea, fever, and shock. Causes include alcohol consumption, presence of gallstones, trauma, and drugs. [Curator team: https://cks.nice.org.uk/sickle-cell-disease#!diagnosissub:3 []]'"	http://purl.obolibrary.org/obo/NCIT_C95437	NCIT_C95437						
SCDO:0005167	Chronic anemia	'[Curator team: https://cks.nice.org.uk/sickle-cell-disease#!backgroundsub:4 []]'				"No online description for this term exists, would it be sufficient to say 'Long lasting form of anemia'? or is there a better definition specific for sickle cell anemia?"				
SCDO:0005191	Hyperhemolysis	'Typified by an acute reduction in hemoglobin level associated with higher than usual reticulocyte counts and perhaps an unaccountable and sudden increase in LDH.'								
SCDO:0005226	Spinal Cord Infarction	"'Ischemic necrosis of the spinal cord caused by occlusion of the arteries that supply blood to the spinal cord. Signs and symptoms include intermittent back pain, pain in the legs, paralysis, and incontinence. [Curator team: SCD Management guidelines - Jamaica []]'"	http://purl.obolibrary.org/obo/NCIT_C99063	NCIT_C99063		Can be treated with exchange transfusion (SCDO:0001303)				
SCDO:0005243	comparative genomic hybridisation (CGH)	'Comparative genomic hybridization (CGH) is a technique that allows the detection of losses and gains in DNA copy number across the entire genome without prior knowledge of specific chromosomal abnormalities'								
SCDO:0005247	IV fluids	"'A sterile liquid preparation infused into a vein. IV fluid is prescribed as a replacement of fluid, electrolytes, calories, vitamins, and other nutritional substances. In addition, IV fluids are used to administer blood products and medications such as chemotherapy. Examples of IV fluids include Normal Saline, Ringers Solution, and Lactated Ringers Solution. [Curator team: SCD Management guidelines - Tanzania []]'"	http://purl.obolibrary.org/obo/NCIT_C29107	NCIT_C29107						
SCDO:0005279	High reticulocyte count	"'The number of RETICULOCYTES per unit volume of BLOOD. The values are expressed as a percentage of the ERYTHROCYTE COUNT or in the form of an index (""corrected reticulocyte index""), which attempts to account for the number of circulating erythrocytes. The normal fraction of reticulocytes in the blood depends on the clinical situation but is usually 0.5% to 2.5% in adults and 2% to 6% in infants.'"	https://www.ncbi.nlm.nih.gov/mesh/68012156	MeSH:D012156		"Symptom of splenic sequestration, or increaed haemolysis. Is there a certain value above which is considered a high reticulocyte count?"				
SCDO:0005287	Splenomegaly	'Abnormal increased size of the spleen. [Curator team: SCD Management guidelines - Tanzania []]'	http://purl.obolibrary.org/obo/HP_0001744	HP_0001744		results from splenic sequestration				
SCDO:0005335	Antipyretic	'A drug that prevents or reduces fever by lowering the body temperature from a raised state. An antipyretic will not affect the normal body temperature if one does not have fever. Antipyretics cause the hypothalamus to override an interleukin-induced increase in temperature. The body will then work to lower the temperature and the result is a reduction in fever. [Curator team: SCD Management guidelines - Jamaica []]'	http://purl.obolibrary.org/obo/CHEBI_35493	CHEBI:35493		"Parent term for 'Acetaminophen' (SCDO:0000010), 'Diclofenac' (SCDO:0000380) and Ibuprofen (SCDO:0000606)"				
SCDO:0005446	Fetal hemoglobin	"'Fetal hemoglobin is the major component of hemoglobin in the fetus. It has two alpha and two gamma polypeptide subunits in comparison to normal adult hemoglobin, which has two alpha and two beta polypeptide subunits. Fetal hemoglobin concentrations can be elevated (usually above 0.5%) in children and adults affected by leukemia and several types of anemia.'"								
SCDO:0005464	Myocardial ischemia	"'A disorder of cardiac function caused by insufficient blood flow to the muscle tissue of the heart. The decreased blood flow may be due to narrowing of the coronary arteries (coronary artery disease), to obstruction by a thrombus (coronary thrombosis), or less commonly, to diffuse narrowing of arterioles and other small vessels within the heart. Severe interruption of the blood supply to the myocardial tissue may result in necrosis of cardiac muscle (myocardial infarction). [Curator team: SCD Management guidelines - Jamaica []]'"	http://www.ebi.ac.uk/efo/EFO_1001375	EFO:1001375						
SCDO:0005490	Bronchiolitis	'Inflammation of the bronchioles. [Curator team: SCD Management guidelines - Jamaica []]'	http://purl.obolibrary.org/obo/HP_0011950	HP:0011950						
SCDO:0005566	Hepatomegaly	'Abnormally increased size of the liver.'								
SCDO:0005580	Avascular necrosis of the femoral head	"'Avascular necrosis of femoral head (ANFH) is a severely disabling disease characterised by progressive groin pain, a limping gait, leg length discrepancy, collapse of the subchondral bone, limitation of hip function and eventual degeneration of the hip joint requiring total hip arthroplasty. [Curator team: https://cks.nice.org.uk/sickle-cell-disease#!backgroundsub:4 []]'"	http://www.orpha.net/ORDO/Orphanet_86820	Orphanet:86820						
SCDO:0005660	Anemia	'A reduction in erythrocytes volume or hemoglobin concentration. [Curator team: []]'	http://purl.obolibrary.org/obo/HP_0001903	HP:0001903						
SCDO:0005671	HBB and HBD deletion	'Deletion of the HBB and HBD genes that results in delta-beta thalassemia'								
SCDO:0005733	Vitamin B12 deficiency	'A vitamin metabolic disorder that results from low blood levels of vitamin B12.'								
SCDO:0005758	Pyelonephritis	"'An inflammation of the kidney involving the parenchyma of kidney, the renal pelvis and the kidney calices. [Curator team: SCD Management guidelines - Jamaica []]'"	http://purl.obolibrary.org/obo/HP_0012330	HP:0012330						
SCDO:0005790	Leukocytosis	'An abnormal increase in the number of leukocytes in the blood.'								
SCDO:0005809	Non-steroidal anti-inflammatory drug	"'An anti-inflammatory drug that is not a steroid. In addition to anti-inflammatory actions, non-steroidal anti-inflammatory drugs have analgesic, antipyretic, and platelet-inhibitory actions. They act by blocking the synthesis of prostaglandins by inhibiting cyclooxygenase, which converts arachidonic acid to cyclic endoperoxides, precursors of prostaglandins. [Curator team: https://cks.nice.org.uk/sickle-cell-disease#!scenariosub []]'"	http://purl.obolibrary.org/obo/CHEBI_35475	CHEBI:35475						
SCDO:0005864	Megaloblastic anemia	'Anemia characterized by the presence of erythroblasts that are larger than normal (megaloblasts). [Curator team: SCD Management guidelines - South Africa []]'	http://purl.obolibrary.org/obo/HP_0001889	HP:0001889						
SCDO:0006000	Fever	"'Elevated body temperature due to failed thermoregulation, or inflammation or immune responses [Curator team: https://cks.nice.org.uk/sickle-cell-disease#!diagnosissub:3 []]'"	http://purl.obolibrary.org/obo/NCIT_C3038 http://purl.obolibrary.org/obo/HP_0001945	"NCIT_C3038 , HP:0001945"		Merged the two descriptions from NCIT and HP				
SCDO:0006120	Meningococcal Conjugate Vaccine MCV4	"'A conjugate vaccine of meningococcal polysaccharide used for active immunization against invasive meningococcal disease caused by Neisseria meningiditis serogroups A, C, Y, and W-135. [Curator team: SCD Management guidelines - South Africa []]'"	http://purl.obolibrary.org/obo/NCIT_C96391	NCIT_C96391						
SCDO:0006183	Gentamicin	'A broad-spectrum aminoglycoside antibiotic produced by fermentation of Micromonospora purpurea or M. echinospora. [Curator team: []]'	http://purl.obolibrary.org/obo/NCIT_C519	NCIT:C519						
SCDO:0006222	Pulmonary consolidation	'A chest X-ray finding indicating the presence of a radio-opaque area in the lung. The opacification is caused by fluid or solid material within the airways or lung parenchyma. [Curator team: SCD Management guidelines - Tanzania []]'	http://purl.obolibrary.org/obo/NCIT_C124059	NCIT_C124059		"In the Tanzania guidelines, this is described as 'reduced air entry, increased tactile vocal fremitus, and dull percussion at lung bases, usually bilateral'. I do not think the description found from NCIT matches the symptoms described in the management guidelines, but please could this be checked by a clinician."				
SCDO:0006404	reduced alpha/beta synthesis ratio	'A reduction in the ratio of production of alpha globin to that of beta globin. This is the major abnormality in the various forms of alpha thalassemia. [Curator team: []]'	http://purl.obolibrary.org/obo/HP_0011907	HP:0011907						
SCDO:0006404	reduced alpha/beta synthesis ratio									
SCDO:0006429	Gallbladder empyema	'An uncommon complication of cholecystitis and refers to a situation where the gallbladder lumen is filled and distended by purulent material (pus). [Curator team: https://cks.nice.org.uk/sickle-cell-disease#!diagnosissub:3 []]'	https://radiopaedia.org/articles/gallbladder-empyema							
SCDO:0006461	Acutely severe anemia	"Aplasia or hemolysis may be precipitated by another illness/infection in sickle cell disease patients. Acutely severe anemia is defined as Hb < 5g/dl or a recent acute drop in HB > 2g/dl below the individual's steady state value. If no steady state value is available, it can be detected by the presence of acutely symptomatic anemia (i.e. tachycardia, cardiac failure, shock). [Curator team: SCD Management guidelines - Tanzania []]"	SCD Management guidelines - Tanzania			Please check with the working group as to how they feel about the label for this term.				
SCDO:0006467	Duloxetine	"'A drug used to treat depression and peripheral neuropathy (pain, numbness, tingling, burning, or weakness in the hands or feet) that can occur with diabetes. [Curator team: []]'"	http://purl.obolibrary.org/obo/NCIT_C65495	NCIT:65495						
SCDO:0006481	mesangial hypercellularity	"'Increased numbers of mesangial cells per glomerulus, defined as four or more nuclei in a peripheral mesangial segment.'"								
SCDO:0006589	cordocentesis	'diagnostic test that examines blood from the fetal umbilical cord to detect fetal abnormalities'								
SCDO:0006790	Antibiotic prophylaxis	'Administration of antibiotics with the intent of preventing bacterial infection. [Curator team: https://cks.nice.org.uk/sickle-cell-disease#!scenario:3 []]'	http://purl.obolibrary.org/obo/NCIT_C51993	NCIT_C51993		"Is recommended, particularly up to the age of 5 years, to prevent bacterial infections in SCD patients. This term could be the parent term of 'Penicillin Prophylaxis' (SCDO:0000881)"				
SCDO:0006832	ascorbic acid deficiency	"A condition due to a dietary deficiency of ascorbic acid (vitamin C), characterized by malaise, lethargy, and weakness. As the disease progresses, joints, muscles, and subcutaneous tissues may become the sites of hemorrhage. Ascorbic acid deficiency frequently develops into SCURVY in young children fed unsupplemented cow's milk exclusively during their first year. It develops also commonly in chronic alcoholism."								
SCDO:0006833	Moyamoya Disease	'Moyamoya disease (MMD) is a rare intracranial arteriopathy involving progressive stenosis of the cerebral vasculature located at the base of the brain causing transient ischemic attacks or strokes. [Curator team: SCD Management guidelines - Jamaica []]'	http://www.orpha.net/ORDO/Orphanet_2573	Orphanet:2573						
SCDO:0006835	Normal hemoglobins	'Hemoglobins which present no inherited health condition phenotype susceptible to undergo alterations in the red blood cells.'								
SCDO:0006847	Aplastic crisis	"'An acute form of acquired red cell aplasia. A significant change in blood picture is observed, characterised by a precipitous fall in the haemoglobin level (>20 g/l beyond steady state level) and reduced (<1%) or absent reticulocytes in the peripheral blood. The total white blood cell or platelet counts may or may not be affected. In addition, there is no significant increase in the unconjugated fraction of serum bilirubin.The most common cause is infection by parvovirus B19, a DNA virus that replicates inside immature red blood cells in the bone marrow, resulting in severe anaemia (hemoglobin levels well below steady state) and low reticulocyte count. It is rarely recurrent. [Curator team: SCD Management guidelines - Nigeria SCD Management guidelines - South Africa SCD Management guidelines - Jamaica []]'"	"SCD Management guidelines - Nigeria, SCD Management guidelines - South Africa, SCD Management guidelines - Jamaica; Juwah, A. I., Nlemadim, E. U., & Kaine, W. (2004). Types of anaemic crises in paediatric patients with sickle cell anaemia seen in Enugu, Nigeria. Archives of disease in childhood, 89(6), 572-576."							
SCDO:0006860	HBG1 and/or HBG2 mutations	'Mutations in the HBG1 or HBG2 gene that results in a persistant fetal hemoglobin production'								
SCDO:0006905	Hypersplenism	"'Condition characterized by splenomegaly, some reduction in the number of circulating blood cells in the presence of a normal or hyperactive bone marrow, and the potential for reversal by splenectomy. [Curator team: Al-Salem, A. H. (2011). Splenic Complications of Sickle Cell Anemia and the Role of Splenectomy. ISRN Hematology, 2011, 864257. http://doi.org/10.5402/2011/864257 []]'"	http://www.ebi.ac.uk/efo/EFO_1000975	EFO:1000975						
SCDO:0006909	Hyper-haemolytic crisis	"'Significant change in blood picture characterised by a precipitous fall in the haemoglobin level associated with jaundice, marked reticulocytosis, and polychromasia on the blood smear, increased unconju- gated hyperbilirubinaemia, and increased urobilinogen content in urine above the steady state level for each individual patient. [Curator team: SCD Management guidelines - Jamaica []]'"	"Juwah, A. I., Nlemadim, E. U., & Kaine, W. (2004). Types of anaemic crises in paediatric patients with sickle cell anaemia seen in Enugu, Nigeria. Archives of disease in childhood, 89(6), 572-576."							
SCDO:0007091	Cholelithiasis	"'Hard, pebble-like deposits that form within the gallbladder. [Curator team: []]'"	http://purl.obolibrary.org/obo/HP_0001081	HP:0001081						
SCDO:0007161	Acute Splenic Sequestration Crisis	"Significant change in blood picture characterised by a precipitous fall in the haemoglobin level of at least 20 g/l and accompanied by a rapidly enlarging spleen or liver (greater than 2 cm from the steady state level) and reticulocytosis above the steady state level for each individual patient. Signs of acute circulatory insufficiency such tachypnoea, tachycardia, and hypotension may or may not be present. It is the earliest life-threatening complication seen in patients with SCD besides pneumococcal infections. [Curator team: Vijay, V., Cavenagh, J.D. and Yate, P., 1998. The anaesthetist's role in acute sickle cell crisis. British journal of anaesthesia, 80(6), pp.820-828. []]"								
SCDO:0007198	Gastroenteritis	"'A gastrointestinal system infectious disease that involves inflammation of the lining of the stomach and small and large intestines, which is caused by viruses, bacteria, or parasites. Chemicals and drugs also cause gastroenteritis. The symptoms include diarrhea, loss of appetite, nausea, vomiting, cramps, and discomfort in the abdomen. [Curator team: SCD Management guidelines - Jamaica []]'"	http://purl.obolibrary.org/obo/DOID_2326	DOID:2326						
SCDO:0007212	Other molecules	"'Other molecules are complexes which do not contain protein or RNA, including lipids, carbohydrates, etc.'"								
SCDO:0007281	adrenal insufficiency	'Insufficient production of steroid hormones (primarily cortisol) by the adrenal glands as a result of a primary defect in the glands themselves.'								
SCDO:0007326	Hepatosplenomegaly	'Simultaneous enlargement of the liver and spleen.'								
SCDO:0007371	hypochromic anemia	'A type of anemia characterized by an abnormally low concentration of hemoglobin in the erythrocytes.'								
SCDO:0007383	Pulmonary infiltrate	'A finding indicating the presence of an inflammatory or neoplastic cellular infiltrate in the lung parenchyma.'								
SCDO:0007384	Human life cyle stage	'A spatiotemporal region encompassing some part of the life cycle of an organism. [Curator team: []]'		http://purl.obolibrary.org/obo/HsapDv_0000000						
SCDO:0007386	hypoparathyroidism	'A condition caused by a deficiency of parathyroid hormone characterized by hypocalcemia and hyperphosphatemia.'								
SCDO:0007438	Bone marrow hyperplasia	'Increase in the number of hematopoietic cells in the bone marrow. It may involve all or individual hematopoietic cell lines. [Curator team: SCD Management guidelines - Nigeria []]'	http://purl.obolibrary.org/obo/NCIT_C2905	NCIT_C2905						
SCDO:0007473	Splenic sequestration	'Refers to an acute condition of intrasplenic pooling of large amounts of blood. [Curator team: SCD Management guidelines - Tanzania []]'	http://www.ihtc.org/patient/blood-disorders/sickle-cell-disease/splenic-sequestration/			Can cause severely acute anemia				
SCDO:0007493	Gabapentin	'A gamma-amino acid that is cyclohexane substituted at position 1 by aminomethyl and carboxymethyl groups. Used for treatment of neuropathic pain and restless legs syndrome. [Curator team: []]'		CHEBI:42797						
SCDO:0007493	Gabapentin			http://purl.obolibrary.org/obo/CHEBI_42797						
SCDO:0007618	Avascular necrosis of the humeral head	'In situ death of bone within the humeral head due to disruption of blood supply [Curator team: SCD Management guidelines - Jamaica []]'	http://www.wheelessonline.com/ortho/Humeral_Head_Osteonecrosis			Has synonym: Osteonecrosis of the humeral head				
SCDO:0007624	beta-thalassemia Genotype	''								
SCDO:0007685	Hypoxia	"'A decrease in the amount of oxygen in the body. Symptoms range from mild (impaired judgment, memory loss, impaired motor coordination) to severe (seizures and coma). [Curator team: []]'"	http://purl.obolibrary.org/obo/NCIT_C3890	NCIT:C3890						
SCDO:0007716	Haplotype	"'The genetic constitution of individuals with respect to one member of a pair of allelic genes, or sets of genes that are closely linked and tend to be inherited together.'"								
SCDO:0007744	Urinary Tract Infection	"'A bacterial infectious process affecting any part of the urinary tract, most commonly the bladder and the urethra. Symptoms include urinary urgency and frequency, burning sensation during urination, lower abdominal discomfort, and cloudy urine. [Curator team: SCD Management guidelines - Nigeria []]'"	http://purl.obolibrary.org/obo/NCIT_C50791	NCIT_C50791						
SCDO:0007836	Posterior reversible leukoencephalopathy	"'An acute or subacute reversible condition characterized by headaches, mental status changes, visual disturbances, and seizures associated with imaging findings of posterior leukoencephalopathy. It has been observed in association with hypertensive encephalopathy, eclampsia, and immunosuppressive and cytotoxic drug treatment. [Curator team: SCD Management guidelines - Jamaica []]'"	http://purl.obolibrary.org/obo/NCIT_C78598	NCIT_C78598						
SCDO:0007856	Cholecystitis	'An acute or chronic inflammation involving the gallbladder wall. It may be associated with the presence of gallstones. [Curator team: https://cks.nice.org.uk/sickle-cell-disease#!diagnosissub:3 []]'	http://purl.obolibrary.org/obo/NCIT_C34465	NCIT_C34465						
SCDO:0007912	pulmonary embolism	"'An embolus (that is, an abnormal particle circulating in the blood) located in the pulmonary artery and thereby blocking blood circulation to the lung. Usually the embolus is a blood clot that has developed in an extremity (for instance, a deep venous thrombosis), detached, and traveled through the circulation before becoming trapped in the pulmonary artery.'"								
SCDO:0007991	Myocardial infarction	"'Necrosis of the myocardium caused by an obstruction of the blood supply to the heart and often associated with chest pain, shortness of breath, palpitations, and anxiety as well as characteristic EKG findings and elevation of serum markers including creatine kinase-MB fraction and troponin. [Curator team: SCD Management guidelines - South Africa []]'"	http://purl.obolibrary.org/obo/HP_0001658	HP:0001658						
SCDO:0008037	Acute symptomatic seizure	"'A seizure that occurs in the context of a brain insult (systemic, toxic, or metabolic) and may not recur when the underlying cause has been removed or the acute phase has elapsed. It is often associated with infections, infarctions, and severe metabolic or sickle cell complications. [Curator team: SCD Management guidelines - Jamaica []]'"	http://purl.obolibrary.org/obo/HP_0011145; SCD Management guidelines - Jamaica	HP:0011145						
SCDO:0008043	diarrhea	'Abnormally increased frequency of loose or watery bowel movements.'								
SCDO:0008046	Hyposthenuria	"'An abnormally low urinary specific gravity, i.e., reduced concentration of solutes in the urine. [Curator team: SCD Management guidelines - Tanzania []]'"	http://purl.obolibrary.org/obo/HP_0003158	HP:0003158		Could this be a synonym for 'Impaired Urinary Concentration' (SCDO:0000621)?				
SCDO:0008062	Hepatitis B Vaccine	'A non-infectious mixture containing recombinant hepatitis B surface antigen (HBsAg) in a liquid vehicle. Immunization with the hepatitis B vaccine induces the formation of specific anti-hepatitis B antibodies and an active immunity against hepatitis B infection. [Curator team: https://cks.nice.org.uk/sickle-cell-disease#!scenario:3 []]'	http://purl.obolibrary.org/obo/NCIT_C29091	NCIT_C29091						
SCDO:0008079	Intra-abdominal abscess	'An abscess within the abdomen. [Curator team: https://cks.nice.org.uk/sickle-cell-disease#!backgroundsub:4 []]'	http://purl.obolibrary.org/obo/NCIT_C128326	NCIT_C128326						
SCDO:0008145	Macroscopic hematuria	'Hematuria that is visible upon inspection of the urine. [Curator team: SCD Management guidelines - Jamaica []]'	http://purl.obolibrary.org/obo/HP_0012587	HP:0012587						
SCDO:0008218	growth hormone deficiency	"'Insufficient production of growth hormone, which is produced by the anterior pituitary gland. Growth hormone is a major participant in control of growth and metabolism.'"								
SCDO:0008251	homozygous deletion of hba1	'Object property [Curator team: []]'								
SCDO:0008272	Hemiparesis	"'Loss of strength in the arm, leg, and sometimes face on one side of the body. Hemiplegia refers to a complete loss of strength, whereas hemiparesis refers to an incomplete loss of strength. [Curator team: https://cks.nice.org.uk/sickle-cell-disease#!diagnosissub:3 []]'"	http://purl.obolibrary.org/obo/HP_0001269	HP:0001269						
SCDO:0008273	Cardiomegaly	'Increased size of the heart. [Curator team: SCD Management guidelines - Jamaica []]'	http://purl.obolibrary.org/obo/HP_0001640	HP:0001640						
SCDO:0008454	Pregabalin	"'A 3-isobutyl derivative of gamma-amino butyric acid (GABA) with anti-convulsant, anti-epileptic, anxiolytic, and analgesic activities. Although the exact mechanism of action is unknown, pregabalin selectively binds to alpha2delta (A2D) subunits of presynaptic voltage-dependent calcium channels (VDCCs) located in the central nervous system (CNS). Binding of pregabalin to VDCC A2D subunits prevents calcium influx and the subsequent calcium-dependent release of various neurotransmitters, including glutamate, norepinephrine, serotonin, dopamine, and substance P, from the presynaptic nerve terminals of hyperexcited neurons; synaptic transmission is inhibited and neuronal excitability is diminished. Pregabalin does not bind directly to GABA-A or GABA-B receptors and does not alter GABA uptake or degradation. [Curator team: https://cks.nice.org.uk/neuropathic-pain-drug-treatment#!scenario []]'"	http://purl.obolibrary.org/obo/NCIT_C64625	NCIT_C64625		Used to treat neuropathic pain				
SCDO:0008484	Epilepsy	"'A brain disease that is characterized by the occurrance of at least two unprovoked seizures resulting from a persistent epileptogenic abnormality of the brain that is able to spontaneously generate paroxysmal activity and typically manifested by sudden brief episodes of altered or diminished consciousness, involuntary movements, or convulsions. [Curator team: https://cks.nice.org.uk/sickle-cell-disease#!backgroundsub:4 []]'"	http://purl.obolibrary.org/obo/DOID_1826	DOID:1826						
SCDO:0008538	microcytic anemia	'A kind of anemia in which the volume of the red blood cells is reduced.'								
SCDO:0008553	Syncope	"'Syncope refers to a generalized weakness of muscles with loss of postural tone, inability to stand upright, and loss of consciousness. Once the patient is in a horizontal position, blood flow to the brain is no longer hindered by gravitation and consciousness is regained. Unconsciousness usually lasts for seconds to minutes. Headache and drowsiness (which usually follow seizures) do not follow a syncopal attack. Syncope results from a sudden impairment of brain metabolism usually due to a reduction in cerebral blood flow. [Curator team: SCD Management guidelines - Jamaica []]'"	http://purl.obolibrary.org/obo/HP_0001279	HP:0001279						
SCDO:0008595	Chronic arthritis	'Persistance of the imflamtory event in the articulation overtime.'	https://www.ncbi.nlm.nih.gov/mesh/68001168	MeSH:D001168		"Not found in any other ontology, is the term arthritis (SCDO:0000075) sufficient?"				
SCDO:0008623	vaso-occlusion	"'The obstruction of blood vessels by altered erythrocytes that can result in pain, anemia and tissue ischemia'"								
SCDO:0008625	Right Upper Quadrant Syndrome	'Characterized by pain and discomfort in the right upper quadrant (RUQ) of the abdomen caused by a number of possible aetiologies in sickle cell disease. Causes of RUQ pain may be divided into pain originating from the liver or gall bladder versus other origins of abdominal pain in that region. [Curator team: SCD Management guidelines - Jamaica []]'	SCD Management guidelines - Jamaica							
SCDO:0008766	Ascending Cholangitis	'Acute infection of the bile ducts caused by bacteria ascending from the small intestine. [Curator team: https://cks.nice.org.uk/sickle-cell-disease#!diagnosissub:3 []]'	http://purl.obolibrary.org/obo/NCIT_C35372	NCIT_C35372						
SCDO:0008778	Dental radiographs	"'A radiograph of dental structures made on x-ray film or stored as a digital image. The radiographs may be extraoral or intraoral. Three common types of intraoral dental images are periapical, interproximal, and occlusal radiographs.'"								
SCDO:0008801	Hypertension	'The presence of chronic increased pressure in the systemic arterial system.'								
SCDO:0008888	Iron chelation therapy	'Iron chelation therapy is the removal of excess iron from the body with special drugs.'								
SCDO:0008915	blood smear	'A sample of blood applied in a thin film to a microscope slide for study under a microscope'								
SCDO:0008927	Acute cholecystitis	'Acute inflammation of the gallbladder. [Curator team: SCD Management guidelines - Tanzania []]'	http://purl.obolibrary.org/obo/NCIT_C35152	NCIT_C35152						
SCDO:0008937	Central retinal artery occlusion	"'Blockage of blood flow in the central retinal artery. Results in sudden painless loss of vision and occurs in children and young adults. Thrombus formation in the retinal artery occurs spontaneously or in association with hyphema, Moyamoya and acute chest sydrome. There is no associated pain and it may be unilateral or bilateral. [Curator team: SCD Management guidelines - Jamaica []]'"	http://purl.obolibrary.org/obo/HP_0025342; SCD Management guidelines - Jamaica	HP:0025342						
SCDO:0008990	Vertebral collapse	"Can be an acute or chronic bone problem in SCD. Occurs where there is infarction of vertebral bone marrow, leading to collapse of the vertebrae with a typical 'fish mouth' appearance. It is often asymptomatic, but may cause acute and/or long term pain requiring analgesia and mechanical support such as a brace. [Curator team: https://cks.nice.org.uk/sickle-cell-disease#!scenariosub []]"								
SCDO:0009017	Haemolysis	'The destruction of red blood cells which leads to the release of hemoglobin from within the red blood cells into the blood plasma. [Curator team: []]'	https://www.medicinenet.com/script/main/art.asp?articlekey=3694							
SCDO:0009117	folate deficiency	"'A reduced concentration of folic acid, which is also known as vitamin B9.'"								
SCDO:0009201	Chronic cholecystitis	'Cholecystitis that is persistent and long-standing. [Curator team: SCD Management guidelines - Tanzania []]'	http://purl.obolibrary.org/obo/NCIT_C35146	NCIT_C35146						
SCDO:0009279	Unstable of Hemoglobin	"'Unstable hemoglobins are mostly inherited as autosomal dominant traits, and affected individuals are heterozygous for the mutation; however, homozygosity may rarely also occur, especially for the more common variants or in populations with a high degree of consanguinity [Curator team: []]'"		"Srivastava P, Kaeda JS, Roper D, et al. Severe hemolytic anemia associated with the homozygous state for an unstable hemoglobin variant (Hb Bushwick). Blood 1995; 86:1977."						
SCDO:0009334	Neutropenia	'An abnormally low number of neutrophils in the peripheral blood.'								
SCDO:0009350	Splenic Sequestration	"'Splenic sequestration happens when a lot of sickle red blood cells become trapped in the spleen. The spleen can enlarge and get damaged, not work as it should. [Curator team: []]'"	https://www.webmd.com/pain-management/tc/sickle-cell-disease-splenic-sequestration-topic-overview							
SCDO:0009445	Renal papillary necrosis	'A complication of kidney diseases characterized by cell death involving kidney papilla in the kidney medulla. Damages to this area may hinder the kidney to concentrate urine resulting in polyuria. Sloughed off necrotic tissue may block kidney pelvis or ureter. Necrosis of multiple renal papillae can lead to kidney failure. [Curator team: https://cks.nice.org.uk/sickle-cell-disease#!backgroundsub:4 SCD Management guidelines - South Africa []]'	http://www.ebi.ac.uk/efo/EFO_1001004	EFO:1001004		Synonym: kidney papillary necrosis				
SCDO:0009453	Hemoglobins	"'Hemoglobins are oxygen-carrying proteins of erythrocytes with structures range from monomeric to a variety of multimeric arrangements, they are found in all vertebrates and some invertebrates and the number of globin subunits in the hemoglobin quaternary structure differs between species.'"								
SCDO:0009488	Molecule	'Any polyatomic entity that is an electrically neutral entity consisting of more than one atom. [Curator team: []]'		CHEBI:25367						
SCDO:0009488	Molecule			http://purl.obolibrary.org/obo/CHEBI_25367						
SCDO:0009619	Arrhythmia	'Any cardiac rhythm other than the normal sinus rhythm. Such a rhythm may be either of sinus or ectopic origin and either regular or irregular. An arrhythmia may be due to a disturbance in impulse formation or conduction or both. [Curator team: SCD Management guidelines - Jamaica []]'	http://purl.obolibrary.org/obo/HP_0011675	HP:0011675						
SCDO:0009620	Low reticulocyte count	'[Curator team: SCD Management guidelines - Tanzania []]'				"Symptom of aplastic crisis, possibly due to parvovirus B19 infection. Is there a certain value below which is considered a low reticulocyte count?"				
SCDO:0009635	Aplastic Crises	"'The aplastic crisis is temporary cessation of red cell production. This usually affect sickle cell patients, because of the markedly shortened red cell survival time in patients with sickle cell disease, a precipitous drop in hemoglobin occurs in the absence of adequate reticulocytosis. [Curator team: []]'"	http://www.ihtc.org/medical-professionals/blood-disorders/sickle-cell-disease/aplastic-crisis-intervention/							
SCDO:0009656	Respiratory distress	"'Difficulty in breathing. The physical presentation of respiratory distress is generally referred to as labored breathing, while the sensation of respiratory distress is called shortness of breath or dyspnea. [Curator team: SCD Management guidelines - Tanzania []]'"	http://purl.obolibrary.org/obo/HP_0002098	HP:0002098		Is a symptom of acute chest syndrome				
