id	Term	in guideline
SCDO:0000111	Beta Thalassemia	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0000111	Beta Thalassemia	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000111	Beta Thalassemia	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000111	Beta Thalassemia	Evidence-Based Management of Sickle Cell Disease
SCDO:0000111	Beta Thalassemia	A Parental Guide to Managing Sickle Cell Disease
SCDO:0000111	Beta Thalassemia	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000111	Beta Thalassemia	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000809	Non Opioid	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000809	Non Opioid	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000809	Non Opioid	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000809	Non Opioid	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000809	Non Opioid	Evidence-Based Management of Sickle Cell Disease
SCDO:0000809	Non Opioid	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000808	Nocturia	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000808	Nocturia	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000808	Nocturia	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000808	Nocturia	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000694	Liver Examination	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000694	Liver Examination	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000694	Liver Examination	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001073	Skin Rash	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001073	Skin Rash	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0001073	Skin Rash	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001073	Skin Rash	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001075	Sleep Breathing Disorder	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001075	Sleep Breathing Disorder	Evidence-Based Management of Sickle Cell Disease
SCDO:0001075	Sleep Breathing Disorder	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001074	Skin Ulcer	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001074	Skin Ulcer	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001074	Skin Ulcer	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001074	Skin Ulcer	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000074	Arthralgia	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000075	Arthritis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000674	Kidney Failure	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000674	Kidney Failure	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000674	Kidney Failure	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000674	Kidney Failure	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000674	Kidney Failure	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000674	Kidney Failure	Evidence-Based Management of Sickle Cell Disease
SCDO:0000674	Kidney Failure	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000674	Kidney Failure	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000779	Muscle Pain	Evidence-Based Management of Sickle Cell Disease
SCDO:0000671	Jaundice	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000671	Jaundice	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000671	Jaundice	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0000671	Jaundice	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000671	Jaundice	Evidence-Based Management of Sickle Cell Disease
SCDO:0000671	Jaundice	A Parental Guide to Managing Sickle Cell Disease
SCDO:0000671	Jaundice	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000671	Jaundice	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000932	Proteinuria	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000932	Proteinuria	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000932	Proteinuria	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000932	Proteinuria	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0000932	Proteinuria	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000932	Proteinuria	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000932	Proteinuria	Evidence-Based Management of Sickle Cell Disease
SCDO:0000932	Proteinuria	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000930	Infection Prophylaxis	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000930	Infection Prophylaxis	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000930	Infection Prophylaxis	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0000930	Infection Prophylaxis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000930	Infection Prophylaxis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000930	Infection Prophylaxis	Evidence-Based Management of Sickle Cell Disease
SCDO:0000930	Infection Prophylaxis	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000930	Infection Prophylaxis	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0000930	Infection Prophylaxis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000937	Psychological Stress	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000937	Psychological Stress	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000937	Psychological Stress	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000935	Pruritus	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000935	Pruritus	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000935	Pruritus	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000935	Pruritus	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001004	Reticulocyte Count	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001004	Reticulocyte Count	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0001004	Reticulocyte Count	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001004	Reticulocyte Count	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001004	Reticulocyte Count	Evidence-Based Management of Sickle Cell Disease
SCDO:0001004	Reticulocyte Count	A Parental Guide to Managing Sickle Cell Disease
SCDO:0001004	Reticulocyte Count	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0001004	Reticulocyte Count	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0001004	Reticulocyte Count	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000560	Hereditary Persistence of Fetal Hemoglobin	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0001008	Retinal Detachment	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001008	Retinal Detachment	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0001008	Retinal Detachment	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001008	Retinal Detachment	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001008	Retinal Detachment	Evidence-Based Management of Sickle Cell Disease
SCDO:0001008	Retinal Detachment	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0001008	Retinal Detachment	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001111	Stroke	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001111	Stroke	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0001111	Stroke	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0001111	Stroke	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0001111	Stroke	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001111	Stroke	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001111	Stroke	Evidence-Based Management of Sickle Cell Disease
SCDO:0001111	Stroke	A Parental Guide to Managing Sickle Cell Disease
SCDO:0001111	Stroke	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0001111	Stroke	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0001111	Stroke	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001117	Stuttering Priapism	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001117	Stuttering Priapism	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0001117	Stuttering Priapism	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0001117	Stuttering Priapism	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001117	Stuttering Priapism	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001117	Stuttering Priapism	Evidence-Based Management of Sickle Cell Disease
SCDO:0001117	Stuttering Priapism	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0001117	Stuttering Priapism	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001118	Subarachnoid Hemorrhage	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001296	Erythrocyte Transfusion	Evidence-Based Management of Sickle Cell Disease
SCDO:0000629	Increased Bone Mineral Density	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000629	Increased Bone Mineral Density	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000629	Increased Bone Mineral Density	Evidence-Based Management of Sickle Cell Disease
SCDO:0000154	Bone Pain	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000154	Bone Pain	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000154	Bone Pain	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000154	Bone Pain	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000154	Bone Pain	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000154	Bone Pain	Evidence-Based Management of Sickle Cell Disease
SCDO:0000154	Bone Pain	A Parental Guide to Managing Sickle Cell Disease
SCDO:0000154	Bone Pain	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000154	Bone Pain	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0000154	Bone Pain	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000983	Renal Dialysis	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000983	Renal Dialysis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000983	Renal Dialysis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000983	Renal Dialysis	Evidence-Based Management of Sickle Cell Disease
SCDO:0000983	Renal Dialysis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000411	Eclampsia	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000411	Eclampsia	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000842	Osteonecrosis of the Femoral Head	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000842	Osteonecrosis of the Femoral Head	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000842	Osteonecrosis of the Femoral Head	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000842	Osteonecrosis of the Femoral Head	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000842	Osteonecrosis of the Femoral Head	Evidence-Based Management of Sickle Cell Disease
SCDO:0000842	Osteonecrosis of the Femoral Head	A Parental Guide to Managing Sickle Cell Disease
SCDO:0000842	Osteonecrosis of the Femoral Head	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000847	Oxycodone	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000847	Oxycodone	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000847	Oxycodone	Evidence-Based Management of Sickle Cell Disease
SCDO:0000847	Oxycodone	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0000847	Oxycodone	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000846	Otitis Media	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000846	Otitis Media	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000846	Otitis Media	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000592	Hyperparathyroidism	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000844	Osteoporosis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000844	Osteoporosis	Evidence-Based Management of Sickle Cell Disease
SCDO:0000555	Hepatic Iron Concentration	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0004829	Transient Ischemic Attack	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0004829	Transient Ischemic Attack	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0004829	Transient Ischemic Attack	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0004829	Transient Ischemic Attack	Evidence-Based Management of Sickle Cell Disease
SCDO:0004829	Transient Ischemic Attack	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0004829	Transient Ischemic Attack	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001288	Cluster Headache	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001288	Cluster Headache	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001288	Cluster Headache	Evidence-Based Management of Sickle Cell Disease
SCDO:0001288	Cluster Headache	A Parental Guide to Managing Sickle Cell Disease
SCDO:0001288	Cluster Headache	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001945	Iron Overload	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001945	Iron Overload	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0001945	Iron Overload	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0001945	Iron Overload	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001945	Iron Overload	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001945	Iron Overload	Evidence-Based Management of Sickle Cell Disease
SCDO:0001945	Iron Overload	A Parental Guide to Managing Sickle Cell Disease
SCDO:0001945	Iron Overload	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0001945	Iron Overload	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0001945	Iron Overload	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0008595	Chronic Arthritis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0008990	Vertebral Collapse	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0008990	Vertebral Collapse	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0008990	Vertebral Collapse	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0005809	Non-Steroidal Anti-Inflammatory Drug	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0005809	Non-Steroidal Anti-Inflammatory Drug	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0005809	Non-Steroidal Anti-Inflammatory Drug	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0005809	Non-Steroidal Anti-Inflammatory Drug	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0005809	Non-Steroidal Anti-Inflammatory Drug	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0005809	Non-Steroidal Anti-Inflammatory Drug	Evidence-Based Management of Sickle Cell Disease
SCDO:0005809	Non-Steroidal Anti-Inflammatory Drug	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0005809	Non-Steroidal Anti-Inflammatory Drug	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0007091	Cholelithiasis	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0007091	Cholelithiasis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0007091	Cholelithiasis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0007091	Cholelithiasis	Evidence-Based Management of Sickle Cell Disease
SCDO:0007091	Cholelithiasis	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0007091	Cholelithiasis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001135	Acute Sickle Cell Crisis	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0001135	Acute Sickle Cell Crisis	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0001135	Acute Sickle Cell Crisis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0007161	Acute Splenic Sequestration Crisis	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0007161	Acute Splenic Sequestration Crisis	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0007161	Acute Splenic Sequestration Crisis	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0007161	Acute Splenic Sequestration Crisis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0007161	Acute Splenic Sequestration Crisis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0007161	Acute Splenic Sequestration Crisis	Evidence-Based Management of Sickle Cell Disease
SCDO:0007161	Acute Splenic Sequestration Crisis	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0007161	Acute Splenic Sequestration Crisis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0004888	Functional Hyposplenism	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0004888	Functional Hyposplenism	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0004888	Functional Hyposplenism	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0004888	Functional Hyposplenism	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0003844	Hemolytic Anemia	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0003844	Hemolytic Anemia	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0003844	Hemolytic Anemia	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0003844	Hemolytic Anemia	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0003844	Hemolytic Anemia	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0003844	Hemolytic Anemia	Evidence-Based Management of Sickle Cell Disease
SCDO:0003844	Hemolytic Anemia	A Parental Guide to Managing Sickle Cell Disease
SCDO:0003844	Hemolytic Anemia	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0003844	Hemolytic Anemia	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0003844	Hemolytic Anemia	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001248	Chronic Hemolytic Anemia	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0001248	Chronic Hemolytic Anemia	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0001248	Chronic Hemolytic Anemia	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0001248	Chronic Hemolytic Anemia	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001248	Chronic Hemolytic Anemia	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001248	Chronic Hemolytic Anemia	Evidence-Based Management of Sickle Cell Disease
SCDO:0005660	Anemia	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0005660	Anemia	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0005660	Anemia	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0005660	Anemia	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0005660	Anemia	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0005660	Anemia	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0005660	Anemia	Evidence-Based Management of Sickle Cell Disease
SCDO:0005660	Anemia	A Parental Guide to Managing Sickle Cell Disease
SCDO:0005660	Anemia	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0005660	Anemia	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0005660	Anemia	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0006905	Hypersplenism	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0006905	Hypersplenism	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0006905	Hypersplenism	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0006905	Hypersplenism	Evidence-Based Management of Sickle Cell Disease
SCDO:0000477	Sickle Cell Dactylitis	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000477	Sickle Cell Dactylitis	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000477	Sickle Cell Dactylitis	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000477	Sickle Cell Dactylitis	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0000477	Sickle Cell Dactylitis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000477	Sickle Cell Dactylitis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000477	Sickle Cell Dactylitis	Evidence-Based Management of Sickle Cell Disease
SCDO:0000477	Sickle Cell Dactylitis	A Parental Guide to Managing Sickle Cell Disease
SCDO:0000477	Sickle Cell Dactylitis	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000477	Sickle Cell Dactylitis	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0008766	Ascending Cholangitis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0008766	Ascending Cholangitis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0005115	Acute Pancreatitis	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0005115	Acute Pancreatitis	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0005115	Acute Pancreatitis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0005115	Acute Pancreatitis	Evidence-Based Management of Sickle Cell Disease
SCDO:0005115	Acute Pancreatitis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0007856	Cholecystitis	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0007856	Cholecystitis	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0007856	Cholecystitis	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0007856	Cholecystitis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0007856	Cholecystitis	Evidence-Based Management of Sickle Cell Disease
SCDO:0007856	Cholecystitis	A Parental Guide to Managing Sickle Cell Disease
SCDO:0007856	Cholecystitis	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0007856	Cholecystitis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0004847	Acute Hepatic Sequestration	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0004847	Acute Hepatic Sequestration	Evidence-Based Management of Sickle Cell Disease
SCDO:0004847	Acute Hepatic Sequestration	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0004847	Acute Hepatic Sequestration	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0006000	Fever	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0006000	Fever	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0006000	Fever	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0006000	Fever	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0006000	Fever	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0006000	Fever	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0006000	Fever	Evidence-Based Management of Sickle Cell Disease
SCDO:0006000	Fever	A Parental Guide to Managing Sickle Cell Disease
SCDO:0006000	Fever	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0006000	Fever	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0006000	Fever	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0008272	Hemiparesis	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0008272	Hemiparesis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0008272	Hemiparesis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0008272	Hemiparesis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001673	Hepatic Vein Thrombosis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0005061	Renal Vein Thrombosis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0008079	Intra-Abdominal Abscess	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0003263	Constipation	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0003263	Constipation	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0003263	Constipation	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0003263	Constipation	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0003263	Constipation	Evidence-Based Management of Sickle Cell Disease
SCDO:0003263	Constipation	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0003263	Constipation	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0002106	Splenic Infarction	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0002106	Splenic Infarction	Evidence-Based Management of Sickle Cell Disease
